Place_Name,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Noise_Level_dB,Air_Quality_Index,CO2_Emission_gkm,Fuel_Consumption_L,Road_Width_m,Lane_Count,Visibility_m,Comments
Rasipuram Rd,SH,,Sunny,5073,1341,7174,2313,,25,4203,3070,550,2761,41.7,87,1,103.6,302,487.2,-2.32,3.8,1,1756,Heavy traffic
Salem road,city road,Weekend,Rainy,6890,2565,187,3460,N,6410,-48,2242,248,762,4.2,139,4,84.1,273,583.2,54.67,12.1,3,1101,Heavy traffic
Paramathi Rd,city road,,Rainy,3100,8144,10720,1766,Yes,8335,1176,3136,299,1713,26.3,362,8,112.0,220,82.2,77.04,4.4,3,1712,Accident zone
,City,weekday,Rainy,2842,1797,7571,2359,Yes,8749,3089,-14,414,87,71.6,56,2,116.4,378,122.1,33.11,5.1,1,589,Accident zone
Namakkal Town,SH,Weekday,Clear,4301,7732,3072,1244,No,1038,652,2589,425,838,-3.7,224,2,102.5,359,172.2,42.95,5.4,5,338,
Paramathi Rd,SH,,,5158,4991,9301,2381,,560,1226,2986,686,3349,74.6,282,0,106.6,178,317.1,23.23,5.9,4,515,
Namakkal Town,SH,Weekday,Clear,633,7772,8700,1415,Y,5241,255,224,601,1978,17.9,85,2,41.8,104,512.8,72.7,8.3,6,1007,
Namakkal Town,city road,weekday,Foggy,3812,8671,394,96,N,4702,6700,279,885,3486,79.4,314,-1,107.8,371,255.3,17.82,7.9,1,715,
,city road,weekday,Clear,2922,-132,5109,30,Yes,4857,3203,3289,411,622,26.5,5,5,109.4,417,588.4,67.87,9.8,5,1785,Accident zone
Tiruchengode Road,NH,weekday,Rainy,2576,2421,3576,2739,Y,4344,4167,3491,384,439,85.6,17,6,94.9,478,449.7,57.41,9.7,3,1776,Signal issue
Salem road,,Weekend,,124,372,1101,2577,Y,4780,4183,2491,22,50,19.9,475,3,63.1,410,374.1,22.22,7.2,1,850,Signal issue
Rasipuram Rd,City,Weekday,Sunny,7153,1629,6533,1300,Y,8245,2596,3544,603,1897,47.7,205,0,47.5,473,232.7,75.79,15.8,1,1388,Accident zone
Tiruchengode Road,,Weekday,Foggy,1373,7000,5104,276,N,3861,-50,2940,240,2230,18.1,321,8,66.9,28,450.1,24.38,7.8,7,1188,Signal issue
Tiruchengode Road,Rural,Weekday,Clear,4478,2084,4416,3987,No,323,6741,1302,421,2796,10.5,220,5,88.2,332,417.0,45.81,14.9,3,54,Signal issue
Rasipuram Rd,City,weekday,Clear,888,8678,1142,1051,N,7500,-108,2019,877,2582,7.9,416,-1,59.2,441,424.5,69.5,5.7,1,1813,
Tiruchengode Road,,Weekday,Foggy,6757,8006,9811,2132,Yes,7234,6744,241,295,3464,15.7,86,8,104.0,314,268.6,49.03,8.7,2,463,Accident zone
Salem road,,weekday,Clear,3288,101,4582,1727,N,4786,4902,1909,663,1386,81.4,59,4,76.2,74,552.2,20.77,19.1,6,1334,Signal issue
Salem road,SH,Weekend,Foggy,2212,2560,10048,2839,Y,7552,2656,2840,817,1229,73.9,442,-2,61.0,228,219.7,36.99,6.3,7,398,Heavy traffic
Paramathi Rd,,weekday,Sunny,5598,195,9731,1911,Y,-168,3360,165,686,2733,29.1,20,2,47.2,202,591.4,34.14,12.9,6,1165,Accident zone
Salem road,city road,,Sunny,7526,3316,1144,2146,Y,1161,3739,3420,394,3215,19.6,172,6,43.2,400,368.9,79.24,9.7,6,1341,Heavy traffic
Namakkal Town,SH,weekday,Clear,1420,1264,10120,2908,Yes,5844,4917,3719,176,3279,88.9,425,-1,65.3,114,207.5,62.73,3.3,7,735,
Namakkal Town,SH,weekday,Rainy,5492,2483,5615,967,Y,8875,5489,3772,138,817,39.5,288,-2,50.1,178,219.7,23.77,7.5,2,1430,
Namakkal Town,Rural,,,7543,5579,2314,2433,Yes,460,-156,3861,3,2311,14.6,466,9,89.0,318,380.2,23.08,12.5,6,491,Heavy traffic
Paramathi Rd,,Weekday,Foggy,5024,1705,5179,1999,Y,6580,6124,467,673,2898,48.5,484,3,91.8,101,125.3,76.54,7.9,3,922,Signal issue
Salem road,Rural,,,4663,4248,1951,3584,Y,7072,1113,3009,379,28,63.9,413,2,85.4,497,399.7,18.45,3.7,6,569,Signal issue
Tiruchengode Road,Rural,weekday,Clear,4758,2870,4047,1738,Y,4398,5448,2690,660,156,61.6,93,5,93.5,215,621.3,55.01,9.3,1,1134,
Salem road,NH,,Clear,5980,1744,3313,2521,,8088,6020,6,267,342,77.9,146,0,89.3,206,428.2,58.67,6.9,4,210,Accident zone
Rasipuram Rd,city road,Weekday,Sunny,4068,315,8858,638,,5055,3605,1516,11,410,25.6,260,-1,95.6,229,544.0,33.82,15.9,5,557,Heavy traffic
,SH,,Foggy,1763,4762,475,2462,Y,2458,1104,940,655,748,4.7,438,7,60.5,316,647.4,56.16,10.5,0,77,
Tiruchengode Road,city road,weekday,,2599,1420,4789,1036,No,1898,2650,2071,149,96,9.7,294,-1,114.3,134,577.7,38.44,12.3,6,535,Heavy traffic
Rasipuram Rd,Rural,,Foggy,-112,205,8768,677,Y,2056,4528,3045,821,311,16.4,238,-1,47.9,251,511.2,42.04,17.0,4,331,
Salem road,,,Clear,2003,4666,6408,2887,Yes,1904,6311,1614,674,1535,0.8,458,7,77.4,347,397.2,61.22,9.2,0,306,
,City,Weekend,Clear,3185,2680,853,1129,,1559,454,1875,536,664,-3.2,35,6,102.6,123,625.0,35.5,5.3,1,936,Heavy traffic
,SH,Weekday,Clear,2333,2777,3742,1741,No,3086,5034,3645,556,1888,45.5,75,8,41.2,334,589.8,48.71,11.2,4,649,
Tiruchengode Road,Rural,Weekend,,5764,5042,11468,2269,Yes,3381,2422,1588,-4,2891,80.1,123,-1,62.1,296,135.4,48.34,18.4,1,1447,Heavy traffic
Namakkal Town,city road,Weekday,Clear,3287,2524,6903,626,Yes,3285,215,3843,541,2525,33.2,300,4,46.0,443,90.4,6.04,3.0,0,1756,
Salem road,,Weekend,Foggy,3324,3131,4189,1597,No,1011,5907,1433,631,798,37.2,386,2,73.0,211,576.2,50.86,16.4,1,985,Accident zone
,SH,Weekday,Clear,6333,8692,6234,1854,N,2675,1121,1061,147,2202,37.3,31,2,85.6,437,286.8,35.94,15.9,4,1164,Signal issue
Namakkal Town,,weekday,Foggy,6390,2621,2286,878,No,5206,-165,1048,822,3034,56.8,373,8,111.8,306,599.7,44.89,11.6,4,467,
Tiruchengode Road,City,Weekend,,1279,2848,9016,67,,1462,820,466,610,2753,75.7,306,7,79.3,214,500.9,25.5,7.5,1,1438,Heavy traffic
Rasipuram Rd,,weekday,Rainy,1342,3351,92,2950,Yes,7908,3727,3800,896,3023,42.8,111,4,81.2,372,348.8,66.45,19.0,6,162,
,city road,Weekday,,5716,8815,2585,3792,Yes,4435,5209,3099,353,2495,-6.0,318,1,46.3,122,471.8,40.29,7.4,4,952,
,Rural,Weekday,Rainy,6952,4456,4367,1289,N,7075,3203,2719,692,1368,75.1,301,1,113.2,127,295.5,60.83,12.0,3,422,
Salem road,City,,Clear,7876,784,10354,2946,N,5741,6988,1288,894,3238,1.8,41,9,101.2,465,587.9,0.91,15.2,0,1034,
Paramathi Rd,Rural,,Sunny,2914,1410,8049,3015,Yes,4225,5902,189,398,3196,23.5,398,-1,96.3,386,648.7,65.31,8.3,7,899,Heavy traffic
,Rural,,Rainy,3937,392,382,2889,No,247,2598,3597,83,256,11.4,395,5,78.4,43,116.9,73.8,19.2,6,943,Signal issue
,,Weekend,Foggy,6736,1533,6674,2813,Yes,1189,5406,3598,691,776,89.9,207,1,46.9,123,118.3,0.27,4.1,7,1483,Signal issue
Paramathi Rd,Rural,weekday,Rainy,7011,8478,1825,2792,Y,8984,5079,894,670,171,56.6,-14,2,56.8,316,420.2,-3.42,6.3,7,1108,Accident zone
Salem road,city road,,Sunny,6947,3613,2660,3372,N,8401,3751,1027,683,1616,55.7,171,3,40.1,407,127.0,42.15,14.3,2,724,Heavy traffic
Namakkal Town,SH,Weekday,,5920,1274,5363,3170,Y,5627,3985,672,734,2073,23.4,75,4,70.0,338,132.6,54.19,7.9,3,931,
Paramathi Rd,,Weekend,Clear,3018,2975,8910,3921,N,6811,3520,2847,667,1724,77.9,8,3,57.0,490,97.8,43.23,17.8,1,644,Heavy traffic
Paramathi Rd,city road,Weekday,,3140,6130,3493,3718,No,5486,6535,3509,-14,1530,-8.6,410,3,47.0,262,391.6,76.01,5.7,2,175,Accident zone
Namakkal Town,SH,Weekend,Foggy,4398,4217,6994,2802,No,8364,6232,2964,706,3248,55.6,447,0,66.2,116,271.4,7.37,11.1,3,1265,Signal issue
Paramathi Rd,SH,Weekend,Rainy,6015,1437,8154,992,N,1086,937,3311,596,632,70.4,25,6,117.5,340,247.2,67.22,17.3,7,1142,Accident zone
Tiruchengode Road,NH,,Clear,5102,8715,3584,2837,N,8648,-199,3356,702,361,-7.5,193,-2,60.9,344,446.0,61.47,4.6,7,741,
Tiruchengode Road,,Weekend,,-78,2055,2505,1136,Y,8064,732,2294,531,2273,19.4,468,3,88.6,166,426.1,64.01,15.1,4,1321,Accident zone
Namakkal Town,Rural,,,4348,5293,8910,804,No,5962,2390,3382,123,982,20.9,465,0,71.8,79,499.0,51.87,15.7,7,1569,Heavy traffic
Tiruchengode Road,Rural,weekday,Clear,3802,7995,6344,1749,No,4801,4122,672,734,3255,48.9,29,8,68.1,494,240.2,70.25,11.6,6,1815,
Rasipuram Rd,city road,,,2076,3398,4125,779,,6479,3202,1245,475,3348,-0.2,85,9,117.2,157,368.7,61.37,11.2,3,64,
Tiruchengode Road,city road,Weekday,Sunny,1761,2549,3775,579,Yes,77,4153,1032,158,639,65.3,104,8,54.8,303,463.6,19.36,11.3,3,998,
Paramathi Rd,SH,Weekend,,2082,3243,9634,1908,,1319,6631,3754,340,477,46.8,-5,0,62.7,29,367.7,78.19,7.6,3,68,Accident zone
Tiruchengode Road,City,Weekend,Clear,7827,7908,4396,3351,,8788,5131,3722,550,1018,5.2,108,1,80.0,79,643.0,52.6,7.1,3,76,Signal issue
Salem road,SH,weekday,Sunny,5263,2319,4500,3085,Yes,442,661,1840,117,312,6.7,41,4,57.4,205,530.3,63.52,14.9,3,1724,
Tiruchengode Road,,Weekday,Clear,5477,7771,5719,837,No,4467,2744,1447,147,2859,82.8,188,0,45.9,394,113.1,69.2,12.0,4,375,Signal issue
Salem road,Rural,Weekday,Foggy,1991,1873,9551,3942,No,7027,3970,3919,152,2600,-6.4,471,-2,57.8,264,129.0,59.04,12.6,6,1288,
Namakkal Town,SH,Weekend,Foggy,4558,3298,9613,3719,No,3584,4629,1686,341,1414,-8.6,142,2,61.0,372,179.2,75.56,6.0,2,806,Heavy traffic
Paramathi Rd,,Weekday,Sunny,6442,8877,5354,915,N,-85,159,1077,81,3258,87.9,441,5,107.0,494,207.1,66.37,9.4,7,645,Accident zone
Namakkal Town,SH,Weekday,Foggy,2661,5626,9924,588,Yes,3666,6911,2375,-15,3041,80.4,177,-1,70.1,339,443.2,-0.92,9.9,4,1375,
Paramathi Rd,Rural,,,3658,2035,10745,3695,Y,498,1422,3905,470,2333,19.5,481,6,47.7,70,389.2,39.4,4.9,7,1125,Accident zone
Rasipuram Rd,Rural,Weekday,Sunny,3376,187,3893,3831,N,7308,4438,3638,49,1972,-9.9,376,1,99.8,364,525.4,27.64,11.0,2,897,
Tiruchengode Road,Rural,weekday,Foggy,6373,837,10859,982,Yes,6977,814,2817,655,1108,53.5,18,3,52.3,71,413.2,10.63,19.3,3,1469,Heavy traffic
Namakkal Town,Rural,Weekend,,4906,3458,7346,3981,Y,3913,3662,1758,855,3213,69.9,302,9,118.4,63,409.3,37.41,18.1,5,1427,Accident zone
Namakkal Town,Rural,Weekend,Clear,2396,1696,11092,818,No,3912,4030,850,578,-21,-1.5,193,-1,110.8,382,172.8,-2.22,5.3,4,1150,
Rasipuram Rd,city road,,Sunny,1677,7949,1399,2648,N,5298,2732,2224,740,3494,43.0,-6,2,56.5,447,239.3,55.38,14.5,7,767,
,NH,weekday,,6564,5861,4732,3113,N,7837,2769,1819,435,2639,78.0,-5,6,41.0,389,445.4,72.01,11.0,7,822,Accident zone
Paramathi Rd,city road,,Clear,4562,6594,2769,246,Y,3744,4329,3070,539,3419,85.2,335,3,95.9,253,217.7,59.03,13.9,0,1636,
Namakkal Town,,Weekend,Sunny,3506,598,3610,2218,Yes,7636,1598,824,724,3420,-3.7,482,5,74.2,464,614.3,1.11,17.7,2,883,
Paramathi Rd,City,Weekday,Foggy,6472,5046,11461,3933,,4519,444,3056,46,1995,16.5,-26,2,43.5,384,594.1,19.01,16.2,4,445,
Paramathi Rd,,weekday,Rainy,6446,7406,8005,533,Yes,5691,6659,1658,290,2929,-8.8,314,-1,84.9,155,518.8,43.84,19.7,0,625,Accident zone
,SH,weekday,Rainy,5196,8936,11549,2649,N,6880,1963,2512,-7,3355,39.1,364,9,58.3,288,341.6,40.21,10.0,3,1759,
Salem road,City,Weekend,Rainy,6149,2204,887,647,Y,259,2035,2002,514,3061,71.7,481,-2,44.9,22,236.4,48.4,4.8,0,1941,Signal issue
Namakkal Town,NH,weekday,Foggy,7018,4569,8478,1532,Yes,4925,10,2481,489,1961,26.3,38,-2,63.9,39,633.7,75.07,3.8,5,654,Accident zone
Paramathi Rd,SH,weekday,Sunny,7254,7647,3454,891,No,2900,1228,31,508,3493,41.9,365,0,44.0,119,376.8,68.83,11.8,6,402,Signal issue
Tiruchengode Road,NH,Weekend,Sunny,-102,4686,5464,1061,No,5234,4447,1843,845,959,75.1,350,0,114.3,274,263.9,31.47,9.0,7,1489,Heavy traffic
Salem road,Rural,weekday,Foggy,5152,6708,8917,1355,Y,8095,3509,1859,449,98,80.1,220,3,79.5,128,101.0,19.27,10.3,6,1901,Heavy traffic
Paramathi Rd,city road,,,5752,2589,5005,3226,,7598,3574,2839,152,2030,23.0,468,0,94.5,294,462.5,51.7,20.0,6,228,
Tiruchengode Road,Rural,,Rainy,965,8160,5477,1705,No,6482,1067,2660,191,3401,72.2,288,8,98.7,142,344.1,19.49,17.8,0,1184,
Tiruchengode Road,,,Foggy,3189,1151,8483,256,Y,5742,6952,3561,136,579,24.1,-28,9,99.6,471,372.8,67.89,3.2,6,396,Heavy traffic
,NH,weekday,Sunny,1262,3409,7933,2545,No,3739,2443,299,760,23,18.5,282,8,49.7,248,484.0,-1.21,18.7,3,1402,
Rasipuram Rd,Rural,Weekend,Sunny,4529,366,430,1813,N,8664,6229,991,249,2398,14.0,141,3,84.8,21,616.6,18.89,12.9,0,401,Accident zone
Rasipuram Rd,,Weekday,Rainy,4675,107,5317,3125,No,7570,6043,551,346,2000,-5.0,234,-2,75.2,441,446.7,74.65,16.5,5,866,Signal issue
Tiruchengode Road,City,Weekend,Sunny,6614,7343,5176,1673,Y,-221,2863,2008,-11,24,-8.5,314,1,43.4,419,392.8,-1.86,5.1,5,804,
Salem road,city road,weekday,Sunny,6925,4196,4155,3085,,2293,3044,123,793,2808,1.4,33,9,109.1,455,260.4,61.49,8.0,6,617,Accident zone
Paramathi Rd,NH,Weekday,Foggy,7699,4105,11307,2174,Y,933,3025,3148,668,-43,-7.8,89,0,108.6,406,347.2,-0.33,9.8,5,1853,Accident zone
Rasipuram Rd,Rural,Weekday,Sunny,3954,2726,9509,2641,No,9,4546,702,300,2490,-5.1,145,3,88.7,376,568.2,48.94,6.3,6,1283,
Rasipuram Rd,SH,Weekend,Sunny,1334,605,1015,2086,No,4254,1514,518,124,3191,79.4,13,5,83.9,368,442.7,35.94,12.0,0,75,Accident zone
Salem road,City,Weekday,Clear,1493,5334,662,2795,Yes,2774,4724,3988,844,2458,9.9,180,8,40.7,440,160.3,58.87,6.4,2,107,
Rasipuram Rd,NH,weekday,Foggy,2359,2435,8865,2552,,1166,5162,2663,640,417,14.4,50,2,83.4,63,615.3,2.96,9.3,0,943,Signal issue
Tiruchengode Road,City,Weekday,Clear,2293,8586,2997,3191,No,8370,5497,47,-12,498,37.1,366,6,117.2,136,235.2,44.73,16.4,7,1888,Accident zone
Rasipuram Rd,NH,Weekday,Rainy,7487,4596,5504,615,N,6744,423,1269,620,3074,2.1,34,8,51.6,392,628.1,41.84,18.1,6,478,
Rasipuram Rd,City,Weekend,,6430,5361,6014,-14,,6930,6287,463,550,2364,80.2,447,0,75.5,59,94.2,60.94,6.4,4,1015,Signal issue
Rasipuram Rd,Rural,weekday,Clear,1856,3066,243,492,Y,4020,618,2634,-6,891,67.8,483,3,51.0,450,143.1,77.98,10.4,0,1939,
Salem road,SH,weekday,Sunny,4211,5694,6671,1849,Y,2620,5484,3077,559,2663,52.4,485,1,95.9,266,144.3,79.37,4.1,3,404,
Salem road,City,Weekend,Clear,6759,8899,2089,2032,,8389,4464,884,680,718,5.5,-14,4,46.4,223,199.5,20.03,16.9,4,1160,Signal issue
Rasipuram Rd,SH,Weekday,Sunny,1650,1670,554,922,Yes,4827,5042,2966,195,898,6.9,84,4,116.0,28,149.2,47.76,3.2,7,210,
Salem road,NH,Weekday,Clear,124,127,2290,843,,2938,6478,2586,354,1421,29.5,164,7,91.6,83,516.7,40.48,3.5,7,1262,
Tiruchengode Road,Rural,,Foggy,2352,280,10143,2090,Y,8545,6454,1071,855,1772,-0.9,320,3,54.0,256,400.5,21.29,13.0,7,1072,
Namakkal Town,city road,,,6212,2630,6603,2938,Yes,8968,1340,2482,231,3167,21.7,384,8,92.6,190,254.9,78.56,13.1,5,1537,Heavy traffic
,city road,weekday,Clear,6236,7411,11510,-15,N,1951,4625,3826,555,2644,84.1,438,6,103.2,368,546.6,32.04,5.0,1,1266,
,SH,Weekday,Foggy,-55,45,1145,16,Yes,6479,6522,856,558,2216,0.4,476,7,98.5,362,134.3,43.96,4.5,1,1270,
,,,Clear,6547,5330,8548,2955,Y,2840,3387,1236,298,1416,-5.4,239,-1,41.3,70,599.0,12.12,7.9,5,1818,
Tiruchengode Road,City,weekday,,3882,6913,2038,1858,No,4088,5811,2827,562,532,16.9,445,0,63.7,178,147.3,29.31,12.0,0,416,Heavy traffic
Rasipuram Rd,NH,Weekday,Foggy,839,7264,4004,1661,N,6028,2841,3149,382,3482,48.3,436,5,74.6,63,422.4,0.16,4.8,3,1305,
Rasipuram Rd,City,Weekend,Clear,5479,706,3639,1572,No,5653,5402,3111,651,3101,-6.6,260,-1,74.4,327,458.2,11.59,10.2,5,1419,Signal issue
Namakkal Town,SH,weekday,Rainy,2778,4676,4023,1416,Yes,8667,2900,3872,600,1700,68.8,316,0,79.6,390,536.0,17.03,15.9,2,1660,Signal issue
Tiruchengode Road,City,Weekday,Rainy,1409,123,8420,1521,No,7552,4765,450,500,3404,84.2,462,1,91.7,360,268.5,66.87,8.7,1,1225,Heavy traffic
Rasipuram Rd,City,,Clear,6627,6779,6084,2636,,8080,2074,230,774,2420,10.9,429,5,117.0,384,561.2,64.92,19.2,5,1443,Heavy traffic
Tiruchengode Road,NH,weekday,Clear,2000,5338,10258,3331,No,8800,171,3088,-1,375,26.7,380,6,95.8,88,586.7,29.25,11.5,0,959,Accident zone
Salem road,City,weekday,Foggy,2243,3360,3014,3720,N,0,2209,2390,234,1880,10.2,383,6,56.4,187,105.9,3.24,3.6,6,1094,Signal issue
,city road,Weekday,Clear,5362,6587,3013,2039,Y,4477,2081,969,519,2473,5.5,260,7,78.6,197,386.8,3.93,19.0,5,696,Signal issue
Rasipuram Rd,SH,Weekday,Sunny,1350,8023,1883,2239,,8814,2134,1655,391,2587,29.7,419,4,105.2,322,370.8,13.15,19.0,6,573,
Namakkal Town,city road,weekday,Foggy,7415,529,6678,2666,Y,1909,6103,2760,685,2155,12.4,266,2,119.1,302,627.3,57.39,12.7,7,1121,Heavy traffic
Salem road,Rural,weekday,,4274,3365,2897,3786,,1180,6468,58,701,3451,83.8,204,1,114.8,356,622.4,33.32,16.8,6,1819,Heavy traffic
Namakkal Town,City,weekday,,1872,4499,6994,2001,No,280,-66,1852,584,75,69.9,6,0,92.9,476,381.6,54.03,19.2,3,476,Heavy traffic
Paramathi Rd,SH,,Rainy,7597,6707,9987,3717,N,7313,6718,1245,291,349,60.6,457,0,46.8,486,628.6,-4.07,12.2,3,1300,
Rasipuram Rd,,weekday,Rainy,3558,7587,1632,589,Y,3945,1107,101,257,878,19.9,143,8,110.9,448,553.7,30.23,19.6,7,805,Signal issue
Namakkal Town,City,Weekend,Foggy,316,1759,10538,1572,,1054,1479,641,502,1654,60.3,106,1,106.3,236,311.4,74.25,10.3,5,882,Heavy traffic
Namakkal Town,NH,weekday,Foggy,2476,3055,5795,-10,,6932,3840,3002,93,2891,46.7,413,8,78.8,463,123.1,39.88,15.4,6,757,Accident zone
,Rural,,Foggy,3919,4646,11394,3232,N,4750,4575,1418,217,2851,-7.9,131,5,80.4,188,509.8,76.99,3.3,5,686,Heavy traffic
Rasipuram Rd,city road,weekday,Foggy,6867,3606,10804,1236,,528,3092,2656,731,408,23.8,-23,6,61.0,30,559.5,9.49,12.2,5,1736,
Paramathi Rd,,,,500,1882,2752,869,Yes,7966,5299,1315,759,1070,88.4,105,9,116.1,276,486.9,22.76,4.6,3,1652,
Rasipuram Rd,SH,Weekend,Rainy,2042,2264,4478,3837,,-119,1987,2191,321,1145,83.0,239,0,93.1,377,626.5,62.39,18.6,6,866,Signal issue
Paramathi Rd,Rural,Weekday,Sunny,4312,6054,1146,2799,No,6394,1562,202,555,1323,77.4,230,-2,86.0,53,637.4,76.13,5.4,5,1075,Signal issue
,SH,Weekend,Foggy,5024,2147,8813,704,Yes,1386,880,3160,585,2752,54.6,300,6,81.0,96,218.3,32.96,14.7,2,1012,Accident zone
Rasipuram Rd,city road,Weekday,Clear,6446,2531,1857,3719,Yes,7439,1254,3495,439,2328,12.6,65,3,68.4,377,535.2,21.7,4.7,5,1983,Heavy traffic
Rasipuram Rd,,Weekday,,7567,4182,7970,2906,No,8990,2823,755,534,3467,65.0,137,0,118.5,486,298.9,75.37,16.4,4,900,Signal issue
,,,,7032,1516,5741,1793,Yes,581,5937,3817,597,2831,-9.2,209,4,40.3,173,647.4,67.99,18.9,6,823,Signal issue
Rasipuram Rd,NH,,Sunny,850,2046,3493,2776,N,4631,3721,3854,421,1541,71.8,477,2,99.3,82,195.4,39.52,18.5,3,1139,
Rasipuram Rd,Rural,Weekday,Clear,1284,6456,10345,3093,N,8408,5637,3913,-8,2769,22.7,192,9,90.0,250,389.2,74.95,15.9,2,1518,Accident zone
Salem road,Rural,,Foggy,1097,2622,9473,3870,No,7319,6362,2026,806,2775,56.1,328,6,61.8,346,93.4,13.76,18.1,0,972,Heavy traffic
,SH,,Sunny,1332,6142,1057,1526,N,4037,2658,3103,259,2143,24.0,409,0,50.5,413,437.3,41.98,10.4,3,1725,
,city road,Weekend,,6415,7185,2512,2432,Y,2025,2698,32,175,2661,63.2,253,-2,108.4,104,616.5,2.61,18.2,7,1687,Accident zone
Namakkal Town,,weekday,Sunny,1198,3156,7748,3190,No,2184,1120,375,298,2411,61.7,8,1,85.7,22,491.6,28.6,19.9,1,1394,Heavy traffic
Tiruchengode Road,Rural,weekday,Foggy,1355,6892,7461,1239,,1104,4930,2971,574,-35,16.1,34,0,60.7,186,426.6,5.36,7.3,4,81,
Salem road,,Weekend,Foggy,1786,2199,4131,719,Y,6250,5291,1430,624,933,87.4,419,7,61.2,92,425.0,50.94,11.8,0,773,
Tiruchengode Road,SH,,,1790,7434,5053,3787,Yes,4796,4508,3847,447,1446,8.8,109,8,62.3,411,439.8,72.53,4.1,4,531,
Tiruchengode Road,city road,Weekday,,2435,4196,9581,2920,,7518,6956,2128,161,1238,20.2,421,8,59.7,395,516.8,15.1,10.5,0,1961,
Salem road,SH,,Rainy,1972,2737,7974,377,,1426,3175,2125,3,2956,83.6,413,3,75.3,310,371.4,27.3,14.4,2,865,
Namakkal Town,,Weekday,Foggy,4090,4970,9399,299,N,2742,5516,1755,111,2847,1.5,348,6,69.2,25,325.9,19.81,8.7,6,153,
Tiruchengode Road,,Weekday,Clear,7968,4176,5204,1498,No,-122,2704,1173,791,197,-9.8,114,9,89.4,40,313.7,2.69,10.4,4,561,Heavy traffic
Tiruchengode Road,city road,,Sunny,6714,4911,9495,741,Yes,7077,6584,3541,-15,330,-3.2,55,-1,102.2,336,172.2,3.67,9.0,1,1662,Heavy traffic
Namakkal Town,SH,Weekday,Foggy,1876,4268,9827,2610,No,7166,1201,2430,899,665,82.6,250,2,88.3,378,358.6,74.2,9.0,2,1085,Signal issue
Rasipuram Rd,Rural,Weekday,Clear,218,7269,3466,3622,Y,6752,668,2740,771,706,21.3,63,5,46.7,332,267.4,66.89,3.7,4,1813,
Namakkal Town,Rural,weekday,,2068,3365,8183,1183,Yes,1704,1862,79,379,2593,43.1,78,1,111.3,43,214.7,26.92,19.1,4,1253,
Rasipuram Rd,City,Weekend,Sunny,1074,8829,121,56,N,8312,4971,-23,404,2937,82.7,47,-2,87.8,380,505.0,54.19,17.7,4,1908,Accident zone
Namakkal Town,,weekday,Sunny,1818,8899,3642,1621,N,6800,5959,994,714,3391,35.3,53,8,82.9,277,243.4,-0.11,17.3,0,488,Accident zone
Rasipuram Rd,city road,,Foggy,5254,6473,2362,1322,Y,7182,11,2676,168,1702,-0.2,-18,2,79.2,35,645.0,32.13,3.4,7,1221,Accident zone
Rasipuram Rd,city road,,Sunny,2851,2808,7287,2099,N,1397,3560,2342,448,3317,69.1,-21,8,59.2,265,208.0,46.35,4.5,7,1105,
Rasipuram Rd,city road,Weekend,Clear,5312,4275,10603,3959,Y,6624,4956,1660,499,1468,29.5,483,-1,98.7,290,145.9,73.78,12.2,3,177,Signal issue
Rasipuram Rd,SH,Weekday,,3860,-117,1459,1775,,7725,300,2983,839,3159,-5.7,41,2,115.8,83,383.6,15.64,16.6,4,699,
Tiruchengode Road,SH,Weekday,Sunny,4162,6337,5311,667,Y,375,4376,1325,348,-23,35.6,293,-1,98.0,145,242.5,56.19,7.5,4,267,Heavy traffic
,SH,,Foggy,2502,5718,7563,1128,,657,3180,3672,80,3333,27.7,71,0,98.2,105,313.4,63.56,15.2,5,1289,Accident zone
,NH,,Rainy,5668,4549,6583,3091,N,1199,5762,1298,443,1446,59.8,238,5,96.9,215,128.2,46.86,6.8,2,1067,
Rasipuram Rd,City,Weekend,Sunny,6670,3015,261,1980,Y,333,6986,928,515,1350,40.1,270,-1,105.5,43,414.4,23.79,18.5,4,568,Heavy traffic
Namakkal Town,NH,Weekend,,5211,-142,7052,1735,Yes,950,4807,928,852,2984,31.4,479,7,49.3,469,155.9,42.83,8.6,1,1509,Signal issue
Namakkal Town,SH,Weekday,Foggy,4616,3328,5467,2931,No,5712,4966,3907,845,3461,15.9,344,9,113.9,118,583.9,36.97,15.6,7,400,Accident zone
Namakkal Town,,,Rainy,4502,8313,9911,2994,Y,8904,5842,1601,510,1117,51.1,32,8,114.4,246,354.6,50.93,12.6,0,322,
Namakkal Town,City,,Foggy,5247,145,9459,2298,,800,4462,106,105,931,79.0,-22,3,41.7,388,176.4,6.0,12.3,2,1910,Heavy traffic
Paramathi Rd,NH,Weekend,Clear,6243,6208,7919,3409,Y,3581,2913,1386,312,1217,5.1,144,-1,83.3,337,402.8,47.83,12.0,4,1439,Signal issue
Paramathi Rd,City,Weekend,,6107,5139,1248,3406,,2641,2108,919,234,3373,29.0,342,3,109.7,192,219.8,40.82,10.4,4,1714,
Tiruchengode Road,City,Weekday,,1726,2583,4759,2855,Yes,7242,4839,2000,850,1117,30.5,49,0,77.2,42,260.0,74.58,11.5,5,1401,Signal issue
